205051000006,C. E. R. NUEVA ESTRELLA,205051002700,I. E. R. GUADUAL ARRIBA,Antioquia,URABA,Arboletes,051,22,Activo
205264000093,C. E. R. HUMBERTO LOPERA VILLA,205264000123,C. E. R. YERBABUENAL,Antioquia,NORTE,Entrerrios,264,22,Activo
205284001452,C. E. R. INDIGENISTA CALICHE,205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,22,Activo
205364000082,C. E. R. JUAN DE DIOS CARVAJAL,205364000082,C. E. R. JUAN DE DIOS CARVAJAL,Antioquia,SUROESTE,Jardin,364,22,Activo
205579000288,C. E. R. EL BRASIL,205579000504,C. E. R. LA MESETA,Antioquia,MAGDALENA MEDIO,Puerto Berrio,579,22,Activo
205649000051,C. E. R. CANAVERAL,205649000426,I. E. R. PUERTO GARZA,Antioquia,ORIENTE,San Carlos,649,22,Activo
205665000843,C. E. R. SAN MIGUEL,205665000860,I. E. R. SAN ISIDRO,Antioquia,URABA,San Pedro De Uraba,665,22,Activo
205686000908,C. E. R. SAN FRANCISCO,205686000801,I. E. R. HOYO RICO,Antioquia,NORTE,Santa Rosa De Osos,686,22,Activo
205660800019,C. E. R. ALTAVISTA PARTE ALTA,205660000977,I. E. R. ALTAVISTA,Antioquia,ORIENTE,San Luis,660,22,Activo
205021000141,EL RESPALDO,105021000139,I. E. PROCESA DELGADO,Antioquia,ORIENTE,Alejandria,021,21,Activo
205051002807,C. E. R. DIOS ES AMOR,205051002700,I. E. R. GUADUAL ARRIBA,Antioquia,URABA,Arboletes,051,21,Activo
205093000031,C. E. R. EL LEON,105093000109,I. E. SAN JOSE,Antioquia,SUROESTE,Betulia,093,21,Activo
205147000660,C. E. R. 19 DE ENERO,205147000457,I. E. R. EL CERRO,Antioquia,URABA,Carepa,147,21,Activo
205154000161,E. R. I. SANTO DOMINGO,205154000993,C. E. R. KILOMETRO 18,Antioquia,BAJO CAUCA,Caucasia,154,21,Activo
205284001282,C. E. R. INDIGENISTA PANTANOS-ANTADOCITO,205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,21,Activo
205686000631,SAN BERNARDO,205686000223,I. E. R. MONSENOR MIGUEL ANGEL BUILES,Antioquia,NORTE,Santa Rosa De Osos,686,21,Activo
205042000486,C. E. R. LA NOQUE,105042000732,I. E. ARTURO VELASQUEZ ORTIZ,Antioquia,OCCIDENTE,Santafe De Antioquia,042,21,Activo
205854000102,C. E. R. LOS POMOS,205854000501,C. E. R. LA PAULINA,Antioquia,NORTE,Valdivia,854,21,Activo
205240001072,C. E. R. LOS POMOS,205240000106,I. E. R. BOYACA,Antioquia,OCCIDENTE,Ebejico,240,21,Activo
205376000185,C. E. R. TIBERIO DE J SALAZAR Y HERRERA,205376000495,C. E. R. EL TAMBO,Antioquia,ORIENTE,La Ceja,376,21,Activo
205051001363,C. E. R. EL VOLCAN,205051002696,I. E. R. SANTA FE DE LAS PLATAS,Antioquia,URABA,Arboletes,051,20,Activo
205051001487,C. E. R. SAGRADA ENSENANZA,205051002700,I. E. R. GUADUAL ARRIBA,Antioquia,URABA,Arboletes,051,20,Activo
205147000694,C. E. R. CANAL CUATRO,205147000457,I. E. R. EL CERRO,Antioquia,URABA,Carepa,147,20,Activo
205209000246,C. E. R. CASA GRANDE,205209000246,C. E. R. CASA GRANDE,Antioquia,SUROESTE,Concordia,209,20,Activo
205209000459,C. E. R. LEON DE GREIFF,205209000246,C. E. R. CASA GRANDE,Antioquia,SUROESTE,Concordia,209,20,Activo
205212000231,E. R. QUEBRADA ARRIBA,105212000538,I. E. GABRIELA MISTRAL,Antioquia,VALLE DEL ABURRA,Copacabana,212,20,Activo
205284001312,C. E. R. INDIGENISTA JULIO GRANDE (AMOR-LA MARINA),205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,20,Activo
205364000309,C. E. R. JOSE MARIA GOMEZ ANGEL,205364000082,C. E. R. JUAN DE DIOS CARVAJAL,Antioquia,SUROESTE,Jardin,364,20,Activo
205490002309,C. E. R. LA COROZA,205490000004,C. E. R. EL PARAISO,Antioquia,URABA,Necocli,490,20,Activo
205576000384,C. E. R. LA SEVILLA,105576000096,I. E. EL SALVADOR,Antioquia,SUROESTE,Pueblorrico,576,20,Activo
205665001297,C. E. R. VILLA ESTHER,105665000041,I. E. SAN PEDRO DE URABA,Antioquia,URABA,San Pedro De Uraba,665,20,Activo
205665010083,C. E. R. PARCELAS UNION HORIZONTE,405665000443,C. E. R. SAN PABLO APOSTOL,Antioquia,URABA,San Pedro De Uraba,665,20,Activo
205686001033,C. E. R. OROBAJO ARRIBA,205686000801,I. E. R. HOYO RICO,Antioquia,NORTE,Santa Rosa De Osos,686,20,Activo
205154001205,E. R. LA GARRAPATA,205154000471,C. E. R. ALTO CACERI,Antioquia,BAJO CAUCA,Caucasia,154,20,Activo
205686800009,C. E. R. EL GUAYABO,105686000474,I. E. CARDENAL ANIBAL MUNOZ DUQUE,Antioquia,NORTE,Santa Rosa De Osos,686,20,Activo
205093000111,C. E. R. LA URRAENA,205093000138,C. E. R. LA VARGAS,Antioquia,SUROESTE,Betulia,093,19,Activo
205138000967,C. E. R. PUERTO NUEVO LA CURVA,205138000088,I. E. R. SAN PASCUAL,Antioquia,OCCIDENTE,Canasgordas,138,19,Activo
205284001461,C. E. R. INDIGENISTA AMPARRADO ALTO,205284001134,C. E. R. INDIGENA DE GARZON PEGADO,Antioquia,OCCIDENTE,Frontino,284,19,Activo
205368000257,C. E. R. AVELINO MARIN BEDOYA,205368000478,I. E. R. SAN FRANCISCO DE ASIS,Antioquia,SUROESTE,Jerico,368,19,Activo
205490000811,C. E. R. EL ARIZAL,105490000018,I. E. EDUARDO ESPITIA ROMERO,Antioquia,URABA,Necocli,490,19,Activo
205837000085,C. E. R. ALTO CAIMAN,205490001213,I. E. R. EL TOTUMO,Antioquia,URABA,Necocli,490,19,Activo
205664000319,EL RANO,205664000173,C. E. R. EL ESPINAL,Antioquia,NORTE,San Pedro,664,19,Activo
205665000304,E. R. SAN VICENTE,205665000576,I. E. R. SANTA CATALINA,Antioquia,URABA,San Pedro De Uraba,665,19,Activo
205665001220,C. E. R. NUESTRA SENORA DEL CARMEN,405665000443,C. E. R. SAN PABLO APOSTOL,Antioquia,URABA,San Pedro De Uraba,665,19,Activo
205756000064,C. E. R. RIO VERDE,105756000493,I. E. BRAULIO MEJIA,Antioquia,ORIENTE,Sonson,756,19,Activo
205809000118,E. R. MARUJA RESTREPO,205809000088,I. E. BENJAMIN CORREA ALVAREZ,Antioquia,SUROESTE,Titiribi,809,19,Activo
205197000369,SAN MARTIN,205197000687,C. E. R. PAILANIA,Antioquia,ORIENTE,Cocorna,197,19,Activo
205021000257,LA INMACULADA,105021000139,I. E. PROCESA DELGADO,Antioquia,ORIENTE,Alejandria,021,18,Activo
205034000051,LA LEJIA,205034000248,I. E. TAPARTO,Antioquia,SUROESTE,Andes,034,18,Activo
205038000200,C. E. R. SANTA TERESA,205038000161,C. E. R. SANTA ANA,Antioquia,NORTE,Angostura,038,18,Activo
205044000327,C. E. R. LA CHOCLINA,105044000128,I. E. ANZA,Antioquia,OCCIDENTE,Anza,044,18,Activo
205051002688,E. R. I. BONGUITO CARRETERA,205051002696,I. E. R. SANTA FE DE LAS PLATAS,Antioquia,URABA,Arboletes,051,18,Activo
205055000850,C. E. R. EL RECREO,205055000281,I. E. R. PRESBITERO MARIO ANGEL,Antioquia,ORIENTE,Argelia,055,18,Activo
205129007169,EL SESENTA,205129000121,I. E. R. DARIO GUTIERREZ RAVE,Antioquia,VALLE DEL ABURRA,Caldas,129,18,Activo
205154000993,C. E. R KILOMETRO 18,205154000993,C. E. R. KILOMETRO 18,Antioquia,BAJO CAUCA,Caucasia,154,18,Activo
205197000482,C. E. R. EL VIADAL,105197000160,I. E. COCORNA,Antioquia,ORIENTE,Cocorna,197,18,Activo
205368000206,C. E. R. ALVARO OBDULIO NARANJO,105368000015,I. E. SAN JOSE,Antioquia,SUROESTE,Jerico,368,18,Activo
